frame_number,right_wrist_x,right_wrist_y
0,0.4275944232940674,0.5187246799468994
1,0.42749494314193726,0.5197820067405701
2,0.4274345338344574,0.5198994278907776
3,0.42751383781433105,0.5213147401809692
4,0.4278255105018616,0.5212680101394653
5,0.42798545956611633,0.5212572813034058
6,0.4280048906803131,0.5212396383285522
7,0.4280124604701996,0.520963191986084
8,0.4279728829860687,0.5188425183296204
9,0.427409827709198,0.5183395147323608
10,0.4257258474826813,0.5209372043609619
11,0.4240554869174957,0.5208984613418579
12,0.4215506315231323,0.5208643674850464
13,0.4176619350910187,0.5211249589920044
14,0.4138011932373047,0.522042453289032
15,0.4107914865016937,0.522049605846405
16,0.40809834003448486,0.5217046737670898
17,0.40633219480514526,0.5213557481765747
18,0.4063592553138733,0.5170918703079224
19,0.405597984790802,0.5109549760818481
20,0.4028598368167877,0.5119944214820862
21,0.39703482389450073,0.5119508504867554
22,0.3915559947490692,0.5120535492897034
23,0.3891114592552185,0.5117337107658386
24,0.3853553831577301,0.5107784271240234
25,0.383979469537735,0.5110206007957458
26,0.3825218677520752,0.5111443996429443
27,0.3822135627269745,0.5122873187065125
28,0.3824555575847626,0.5153798460960388
29,0.3826541602611542,0.5180858373641968
30,0.3831632435321808,0.517970860004425
31,0.38360533118247986,0.5180996656417847
32,0.38371574878692627,0.5187874436378479
33,0.3859865069389343,0.5191112756729126
34,0.38856860995292664,0.5201874375343323
35,0.3916555643081665,0.5206230878829956
36,0.3942534923553467,0.5206383466720581
37,0.39611074328422546,0.5206308960914612
38,0.39971089363098145,0.5207509398460388
39,0.40607088804244995,0.5209842920303345
40,0.4075380563735962,0.5209572315216064
41,0.4087775647640228,0.5208979845046997
42,0.4126432240009308,0.519609808921814
43,0.41531994938850403,0.5194318890571594
44,0.42003965377807617,0.5193949937820435
45,0.42818087339401245,0.5176524519920349
46,0.4304139018058777,0.5179731845855713
47,0.4363207221031189,0.5164257287979126
48,0.4399512708187103,0.5165166854858398
49,0.4423573911190033,0.518680214881897
50,0.44689491391181946,0.5197623372077942
51,0.4501582384109497,0.5197457075119019
52,0.4506739675998688,0.5211151838302612
53,0.4522736370563507,0.5220717191696167
54,0.45332208275794983,0.5221289396286011
55,0.4526369273662567,0.5224426984786987
56,0.45377039909362793,0.5218709707260132
57,0.45338085293769836,0.5226313471794128
58,0.45272764563560486,0.5242432951927185
59,0.45267871022224426,0.5255390405654907
60,0.452437162399292,0.5285263061523438
61,0.4523627758026123,0.5311719179153442
62,0.45225176215171814,0.5316776633262634
63,0.4532911479473114,0.5313463807106018
64,0.45546674728393555,0.5309746861457825
65,0.45672354102134705,0.5307787656784058
66,0.4574746787548065,0.530610978603363
67,0.4575508236885071,0.5304079651832581
68,0.45741233229637146,0.530288815498352
69,0.4567314088344574,0.5280615091323853
70,0.45661255717277527,0.5270385146141052
71,0.4561866819858551,0.5270351767539978
72,0.4561484456062317,0.5270233750343323
73,0.45635566115379333,0.5272185206413269
74,0.45633015036582947,0.5281704664230347
75,0.4562501609325409,0.5281575918197632
76,0.4562676250934601,0.5281652808189392
77,0.4567355215549469,0.5280331969261169
78,0.45682552456855774,0.5280025601387024
79,0.4568103849887848,0.5273367762565613
80,0.4565489590167999,0.5274285674095154
81,0.45593324303627014,0.5282833576202393
82,0.45512276887893677,0.5285256505012512
83,0.45371872186660767,0.5288537740707397
84,0.45371508598327637,0.5288780927658081
85,0.454133003950119,0.528873085975647
86,0.4548298716545105,0.529211163520813
87,0.45573103427886963,0.5293219685554504
88,0.456620454788208,0.5293197631835938
89,0.4577520489692688,0.5293347835540771
90,0.4582359790802002,0.5293627381324768
91,0.4590286314487457,0.5293814539909363
92,0.4590498208999634,0.5296138525009155
93,0.45907431840896606,0.5298877358436584
94,0.45918697118759155,0.5300911664962769
95,0.45923757553100586,0.5301758050918579
96,0.45926976203918457,0.5301743745803833
97,0.4592624306678772,0.5302062034606934
98,0.4591754376888275,0.530232846736908
99,0.4622876048088074,0.5286788940429688
100,0.4646158516407013,0.5277413725852966
101,0.4683070182800293,0.5267529487609863
102,0.4726322591304779,0.5263897180557251
103,0.47451651096343994,0.5268247127532959
104,0.47898757457733154,0.5268288254737854
105,0.48115286231040955,0.5273569822311401
106,0.4841335713863373,0.5273750424385071
107,0.485992968082428,0.5275755524635315
108,0.48967674374580383,0.5276692509651184
109,0.4910522997379303,0.5283446907997131
110,0.49068599939346313,0.5288512110710144
111,0.4902328550815582,0.5297125577926636
112,0.48963063955307007,0.5310083031654358
113,0.4894411861896515,0.5311700105667114
114,0.4892963469028473,0.5313167572021484
115,0.4907464385032654,0.5312488079071045
116,0.49307945370674133,0.5300232172012329
117,0.4937216341495514,0.5293957591056824
118,0.4934535622596741,0.5293141603469849
119,0.49324989318847656,0.5293031930923462
120,0.4934818744659424,0.5293012857437134
121,0.49292615056037903,0.529636800289154
122,0.4928528368473053,0.5297614932060242
123,0.4939803183078766,0.5298823118209839
124,0.495949387550354,0.5306724309921265
125,0.4969065487384796,0.5327047109603882
126,0.49844789505004883,0.5346089601516724
127,0.502552330493927,0.5360144376754761
128,0.5024757385253906,0.5403043627738953
129,0.5034546852111816,0.542443573474884
130,0.5068963170051575,0.5430797338485718
131,0.5113429427146912,0.5450555086135864
132,0.5121607184410095,0.546998143196106
133,0.5138704180717468,0.5514625906944275
134,0.5176859498023987,0.5551335215568542
135,0.5215997099876404,0.5584548115730286
136,0.5225902795791626,0.5653661489486694
137,0.5212323665618896,0.5768279433250427
138,0.5124072432518005,0.5840356945991516
